
[Wed Jan 04 18:46:28.763 2017] Begin Peak Summation Update test @ 8000 KHz
[Wed Jan 04 18:46:30.935 2017] ,START,EOL
[Wed Jan 04 18:46:30.951 2017] ,COMMENT,Peak Summation
[Wed Jan 04 18:46:30.967 2017] ,COMMENT,TX BIAS DELAY HAS BEEN REMOVED
[Wed Jan 04 18:46:31.014 2017] ,INFO,BOARD_ID,NA,SOIL_TYPE,NA,START_FREQ,8000,STOP_FREQ,12000,FREQ_INC,100,DELAY_TIME,100,NUM_SEQ_MEASURES,10,FIRMWARE_VERSION,0.1.8,TX_COIL,1,RX_COIL,1
[Wed Jan 04 18:46:31.170 2017] ,ACTION,SOIL TYPE,WATER CONTENT (%),tx_freq_actual (KHz),ADC Value (mV),TEMPERATURE (degC)
[Wed Jan 04 18:52:45.829 2017] ,90% Point at 3 (12bit) 3 (mV)
[Wed Jan 04 18:52:45.860 2017] ,3dB located at index = 4 with value 3 (12bit) 3 (mV)
[Wed Jan 04 18:52:45.922 2017] ,PEAK_SUMMATION,NA,NA,Actual_Freq = 20900.00,Peak_Summation = f (12bit-hex), Peak_Summation = 15 (mV), Temp = 22 (deg C)
[Wed Jan 04 18:52:46.047 2017] ,PEAK_INDEX = 5,PEAK_FREQ = 17500,PEAK_MEASURE = 4 (mV), PEAK_MEASURE = 0 (8bit)
[Wed Jan 04 18:52:46.126 2017] ******** TEST_MEASURE = 977 (mV), TEST_MEASURE = 1953 (mV)
[Wed Jan 04 18:52:46.188 2017] ,END,EOL
[Wed Jan 04 18:52:46.204 2017] Peak_Summation_Update_display(): byte 0 = 13
[Wed Jan 04 18:52:46.251 2017] Peak_Summation_Update_display(): byte 1 = 60
[Wed Jan 04 18:52:46.313 2017] Peak_Summation_Update_display(): byte 2 = 0
[Wed Jan 04 18:52:46.360 2017] Peak_Summation_Update_display(): byte 3 = 5
[Wed Jan 04 18:52:46.407 2017] Peak_Summation_Update_display(): byte 4 = 0
[Wed Jan 04 18:52:46.454 2017] Peak_Summation_Update_display(): byte 5 = 15
[Wed Jan 04 18:52:46.501 2017] Peak_Summation_Update_display(): byte 6 = 4
[Wed Jan 04 18:52:46.547 2017] Peak_Summation_Update_display(): byte 7 = 0
[Wed Jan 04 18:52:46.594 2017] Peak_Summation_Update_display(): byte 8 = 11
[Wed Jan 04 18:52:46.641 2017] Peak_Summation_Update_display(): byte 9 = 0
[Wed Jan 04 18:52:46.688 2017] Peak_Summation_Update_display(): byte 10 = 0
[Wed Jan 04 18:52:46.735 2017] Begin Peak Summation Update test @ 31800 KHz
[Wed Jan 04 18:52:48.891 2017] ,START,EOL
[Wed Jan 04 18:52:48.907 2017] ,COMMENT,Peak Summation
[Wed Jan 04 18:52:48.938 2017] ,COMMENT,TX BIAS DELAY HAS BEEN REMOVED
[Wed Jan 04 18:52:48.969 2017] ,INFO,BOARD_ID,NA,SOIL_TYPE,NA,START_FREQ,31600,STOP_FREQ,35600,FREQ_INC,100,DELAY_TIME,100,NUM_SEQ_MEASURES,10,FIRMWARE_VERSION,0.1.8,TX_COIL,1,RX_COIL,1
[Wed Jan 04 18:52:49.157 2017] ,ACTION,SOIL TYPE,WATER CONTENT (%),tx_freq_actual (KHz),ADC Value (mV),TEMPERATURE (degC)
[Wed Jan 04 18:52:52.392 2017] ,CHARGING,NA,NA,31600.00,3,22
[Wed Jan 04 18:52:52.532 2017] ,CHARGING,NA,NA,31600.00,3,22
[Wed Jan 04 18:52:52.782 2017] ,MEASURE,NA,NA,31600.00,3,22
[Wed Jan 04 18:52:53.017 2017] ,MEASURE,NA,NA,31600.00,3,22
[Wed Jan 04 18:52:53.235 2017] ,MEASURE,NA,NA,31600.00,3,22
[Wed Jan 04 18:52:53.485 2017] ,MEASURE,NA,NA,31600.00,3,22
[Wed Jan 04 18:52:53.720 2017] ,MEASURE,NA,NA,31600.00,3,22
[Wed Jan 04 18:52:53.751 2017] ,RECORD,NA,NA,31600.00,3,22
[Wed Jan 04 18:52:53.782 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 31600.00,running_sum = 3 (12bit),running_sum = 3 (mV), temp = 22
[Wed Jan 04 18:52:54.204 2017] ,DISCHARGE,NA,NA,31600.00,2,22
[Wed Jan 04 18:52:57.095 2017] ,CHARGING,NA,NA,31700.00,3,22
[Wed Jan 04 18:52:57.220 2017] ,CHARGING,NA,NA,31700.00,3,22
[Wed Jan 04 18:52:57.454 2017] ,MEASURE,NA,NA,31700.00,3,22
[Wed Jan 04 18:52:57.704 2017] ,MEASURE,NA,NA,31700.00,3,22
[Wed Jan 04 18:52:57.939 2017] ,MEASURE,NA,NA,31700.00,3,22
[Wed Jan 04 18:52:58.173 2017] ,MEASURE,NA,NA,31700.00,3,22
[Wed Jan 04 18:52:58.423 2017] ,MEASURE,NA,NA,31700.00,2,22
[Wed Jan 04 18:52:58.454 2017] ,RECORD,NA,NA,31700.00,2,22
[Wed Jan 04 18:52:58.486 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 31700.00,running_sum = 5 (12bit),running_sum = 5 (mV), temp = 22
[Wed Jan 04 18:52:58.892 2017] ,DISCHARGE,NA,NA,31700.00,2,22
[Wed Jan 04 18:53:01.798 2017] ,CHARGING,NA,NA,31800.00,3,22
[Wed Jan 04 18:53:01.923 2017] ,CHARGING,NA,NA,31800.00,3,22
[Wed Jan 04 18:53:02.158 2017] ,MEASURE,NA,NA,31800.00,3,22
[Wed Jan 04 18:53:02.392 2017] ,MEASURE,NA,NA,31800.00,3,22
[Wed Jan 04 18:53:02.642 2017] ,MEASURE,NA,NA,31800.00,3,22
[Wed Jan 04 18:53:02.861 2017] ,MEASURE,NA,NA,31800.00,3,22
[Wed Jan 04 18:53:03.095 2017] ,MEASURE,NA,NA,31800.00,3,22
[Wed Jan 04 18:53:03.142 2017] ,RECORD,NA,NA,31800.00,3,22
[Wed Jan 04 18:53:03.173 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 31800.00,running_sum = 8 (12bit),running_sum = 8 (mV), temp = 22
[Wed Jan 04 18:53:03.580 2017] ,DISCHARGE,NA,NA,31800.00,3,22
[Wed Jan 04 18:53:06.470 2017] ,CHARGING,NA,NA,31900.00,4,22
[Wed Jan 04 18:53:06.611 2017] ,CHARGING,NA,NA,31900.00,3,22
[Wed Jan 04 18:53:06.845 2017] ,MEASURE,NA,NA,31900.00,3,22
[Wed Jan 04 18:53:07.080 2017] ,MEASURE,NA,NA,31900.00,3,22
[Wed Jan 04 18:53:07.314 2017] ,MEASURE,NA,NA,31900.00,3,22
[Wed Jan 04 18:53:07.564 2017] ,MEASURE,NA,NA,31900.00,3,22
[Wed Jan 04 18:53:07.799 2017] ,MEASURE,NA,NA,31900.00,3,22
[Wed Jan 04 18:53:07.830 2017] ,RECORD,NA,NA,31900.00,3,22
[Wed Jan 04 18:53:07.861 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 31900.00,running_sum = 11 (12bit),running_sum = 11 (mV), temp = 22
[Wed Jan 04 18:53:08.283 2017] ,DISCHARGE,NA,NA,31900.00,2,22
[Wed Jan 04 18:53:11.174 2017] ,CHARGING,NA,NA,32000.00,3,22
[Wed Jan 04 18:53:11.299 2017] ,CHARGING,NA,NA,32000.00,3,22
[Wed Jan 04 18:53:11.533 2017] ,MEASURE,NA,NA,32000.00,3,22
[Wed Jan 04 18:53:11.783 2017] ,MEASURE,NA,NA,32000.00,4,22
[Wed Jan 04 18:53:12.017 2017] ,MEASURE,NA,NA,32000.00,3,22
[Wed Jan 04 18:53:12.252 2017] ,MEASURE,NA,NA,32000.00,3,22
[Wed Jan 04 18:53:12.486 2017] ,MEASURE,NA,NA,32000.00,4,22
[Wed Jan 04 18:53:12.518 2017] ,RECORD,NA,NA,32000.00,4,22
[Wed Jan 04 18:53:12.549 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32000.00,running_sum = 15 (12bit),running_sum = 15 (mV), temp = 22
[Wed Jan 04 18:53:12.986 2017] ,DISCHARGE,NA,NA,32000.00,3,22
[Wed Jan 04 18:53:15.861 2017] ,CHARGING,NA,NA,32100.00,4,22
[Wed Jan 04 18:53:16.002 2017] ,CHARGING,NA,NA,32100.00,4,22
[Wed Jan 04 18:53:16.236 2017] ,MEASURE,NA,NA,32100.00,3,22
[Wed Jan 04 18:53:16.486 2017] ,MEASURE,NA,NA,32100.00,3,22
[Wed Jan 04 18:53:16.705 2017] ,MEASURE,NA,NA,32100.00,3,22
[Wed Jan 04 18:53:16.940 2017] ,MEASURE,NA,NA,32100.00,4,22
[Wed Jan 04 18:53:17.190 2017] ,MEASURE,NA,NA,32100.00,4,22
[Wed Jan 04 18:53:17.221 2017] ,RECORD,NA,NA,32100.00,4,22
[Wed Jan 04 18:53:17.252 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32100.00,running_sum = 19 (12bit),running_sum = 19 (mV), temp = 22
[Wed Jan 04 18:53:17.658 2017] ,DISCHARGE,NA,NA,32100.00,3,22
[Wed Jan 04 18:53:20.549 2017] ,CHARGING,NA,NA,32200.00,4,22
[Wed Jan 04 18:53:20.705 2017] ,CHARGING,NA,NA,32200.00,4,22
[Wed Jan 04 18:53:20.940 2017] ,MEASURE,NA,NA,32200.00,4,22
[Wed Jan 04 18:53:21.159 2017] ,MEASURE,NA,NA,32200.00,3,22
[Wed Jan 04 18:53:21.409 2017] ,MEASURE,NA,NA,32200.00,3,22
[Wed Jan 04 18:53:21.643 2017] ,MEASURE,NA,NA,32200.00,4,22
[Wed Jan 04 18:53:21.877 2017] ,MEASURE,NA,NA,32200.00,4,22
[Wed Jan 04 18:53:21.909 2017] ,RECORD,NA,NA,32200.00,4,22
[Wed Jan 04 18:53:21.940 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32200.00,running_sum = 23 (12bit),running_sum = 22 (mV), temp = 22
[Wed Jan 04 18:53:22.362 2017] ,DISCHARGE,NA,NA,32200.00,3,22
[Wed Jan 04 18:53:25.253 2017] ,CHARGING,NA,NA,32300.00,4,22
[Wed Jan 04 18:53:25.378 2017] ,CHARGING,NA,NA,32300.00,4,22
[Wed Jan 04 18:53:25.628 2017] ,MEASURE,NA,NA,32300.00,4,22
[Wed Jan 04 18:53:25.862 2017] ,MEASURE,NA,NA,32300.00,4,22
[Wed Jan 04 18:53:26.096 2017] ,MEASURE,NA,NA,32300.00,4,22
[Wed Jan 04 18:53:26.346 2017] ,MEASURE,NA,NA,32300.00,4,22
[Wed Jan 04 18:53:26.565 2017] ,MEASURE,NA,NA,32300.00,4,22
[Wed Jan 04 18:53:26.596 2017] ,RECORD,NA,NA,32300.00,4,22
[Wed Jan 04 18:53:26.628 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32300.00,running_sum = 27 (12bit),running_sum = 26 (mV), temp = 22
[Wed Jan 04 18:53:27.065 2017] ,DISCHARGE,NA,NA,32300.00,3,22
[Wed Jan 04 18:53:29.940 2017] ,CHARGING,NA,NA,32400.00,4,22
[Wed Jan 04 18:53:30.081 2017] ,CHARGING,NA,NA,32400.00,4,22
[Wed Jan 04 18:53:30.315 2017] ,MEASURE,NA,NA,32400.00,4,22
[Wed Jan 04 18:53:30.565 2017] ,MEASURE,NA,NA,32400.00,4,22
[Wed Jan 04 18:53:30.784 2017] ,MEASURE,NA,NA,32400.00,4,22
[Wed Jan 04 18:53:31.018 2017] ,MEASURE,NA,NA,32400.00,4,22
[Wed Jan 04 18:53:31.268 2017] ,MEASURE,NA,NA,32400.00,4,22
[Wed Jan 04 18:53:31.300 2017] ,RECORD,NA,NA,32400.00,4,22
[Wed Jan 04 18:53:31.331 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32400.00,running_sum = 31 (12bit),running_sum = 30 (mV), temp = 22
[Wed Jan 04 18:53:31.737 2017] ,DISCHARGE,NA,NA,32400.00,3,22
[Wed Jan 04 18:53:34.628 2017] ,CHARGING,NA,NA,32500.00,5,22
[Wed Jan 04 18:53:34.784 2017] ,CHARGING,NA,NA,32500.00,4,22
[Wed Jan 04 18:53:35.003 2017] ,MEASURE,NA,NA,32500.00,3,22
[Wed Jan 04 18:53:35.237 2017] ,MEASURE,NA,NA,32500.00,4,22
[Wed Jan 04 18:53:35.487 2017] ,MEASURE,NA,NA,32500.00,5,22
[Wed Jan 04 18:53:35.722 2017] ,MEASURE,NA,NA,32500.00,5,22
[Wed Jan 04 18:53:35.956 2017] ,MEASURE,NA,NA,32500.00,4,22
[Wed Jan 04 18:53:36.003 2017] ,RECORD,NA,NA,32500.00,4,22
[Wed Jan 04 18:53:36.034 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32500.00,running_sum = 35 (12bit),running_sum = 34 (mV), temp = 22
[Wed Jan 04 18:53:36.441 2017] ,DISCHARGE,NA,NA,32500.00,3,22
[Wed Jan 04 18:53:39.331 2017] ,CHARGING,NA,NA,32600.00,5,22
[Wed Jan 04 18:53:39.456 2017] ,CHARGING,NA,NA,32600.00,4,22
[Wed Jan 04 18:53:39.706 2017] ,MEASURE,NA,NA,32600.00,4,22
[Wed Jan 04 18:53:39.941 2017] ,MEASURE,NA,NA,32600.00,4,22
[Wed Jan 04 18:53:40.175 2017] ,MEASURE,NA,NA,32600.00,4,22
[Wed Jan 04 18:53:40.409 2017] ,MEASURE,NA,NA,32600.00,4,22
[Wed Jan 04 18:53:40.644 2017] ,MEASURE,NA,NA,32600.00,4,22
[Wed Jan 04 18:53:40.691 2017] ,RECORD,NA,NA,32600.00,4,22
[Wed Jan 04 18:53:40.706 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32600.00,running_sum = 39 (12bit),running_sum = 38 (mV), temp = 22
[Wed Jan 04 18:53:41.144 2017] ,DISCHARGE,NA,NA,32600.00,3,22
[Wed Jan 04 18:53:44.019 2017] ,CHARGING,NA,NA,32700.00,5,22
[Wed Jan 04 18:53:44.160 2017] ,CHARGING,NA,NA,32700.00,5,22
[Wed Jan 04 18:53:44.394 2017] ,MEASURE,NA,NA,32700.00,5,22
[Wed Jan 04 18:53:44.628 2017] ,MEASURE,NA,NA,32700.00,5,22
[Wed Jan 04 18:53:44.863 2017] ,MEASURE,NA,NA,32700.00,5,22
[Wed Jan 04 18:53:45.097 2017] ,MEASURE,NA,NA,32700.00,6,22
[Wed Jan 04 18:53:45.347 2017] ,MEASURE,NA,NA,32700.00,5,22
[Wed Jan 04 18:53:45.378 2017] ,RECORD,NA,NA,32700.00,5,22
[Wed Jan 04 18:53:45.410 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32700.00,running_sum = 44 (12bit),running_sum = 43 (mV), temp = 22
[Wed Jan 04 18:53:45.816 2017] ,DISCHARGE,NA,NA,32700.00,4,22
[Wed Jan 04 18:53:48.722 2017] ,CHARGING,NA,NA,32800.00,5,22
[Wed Jan 04 18:53:48.847 2017] ,CHARGING,NA,NA,32800.00,5,22
[Wed Jan 04 18:53:49.082 2017] ,MEASURE,NA,NA,32800.00,5,22
[Wed Jan 04 18:53:49.316 2017] ,MEASURE,NA,NA,32800.00,5,22
[Wed Jan 04 18:53:49.566 2017] ,MEASURE,NA,NA,32800.00,5,22
[Wed Jan 04 18:53:49.801 2017] ,MEASURE,NA,NA,32800.00,5,22
[Wed Jan 04 18:53:50.051 2017] ,MEASURE,NA,NA,32800.00,5,22
[Wed Jan 04 18:53:50.082 2017] ,RECORD,NA,NA,32800.00,5,22
[Wed Jan 04 18:53:50.097 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32800.00,running_sum = 49 (12bit),running_sum = 48 (mV), temp = 22
[Wed Jan 04 18:53:50.519 2017] ,DISCHARGE,NA,NA,32800.00,4,22
[Wed Jan 04 18:53:53.410 2017] ,CHARGING,NA,NA,32900.00,6,22
[Wed Jan 04 18:53:53.551 2017] ,CHARGING,NA,NA,32900.00,6,22
[Wed Jan 04 18:53:53.785 2017] ,MEASURE,NA,NA,32900.00,5,22
[Wed Jan 04 18:53:54.020 2017] ,MEASURE,NA,NA,32900.00,5,22
[Wed Jan 04 18:53:54.269 2017] ,MEASURE,NA,NA,32900.00,5,22
[Wed Jan 04 18:53:54.488 2017] ,MEASURE,NA,NA,32900.00,5,22
[Wed Jan 04 18:53:54.723 2017] ,MEASURE,NA,NA,32900.00,5,22
[Wed Jan 04 18:53:54.754 2017] ,RECORD,NA,NA,32900.00,5,22
[Wed Jan 04 18:53:54.801 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 32900.00,running_sum = 54 (12bit),running_sum = 53 (mV), temp = 22
[Wed Jan 04 18:53:55.223 2017] ,DISCHARGE,NA,NA,32900.00,4,22
[Wed Jan 04 18:53:58.098 2017] ,CHARGING,NA,NA,33000.00,6,22
[Wed Jan 04 18:53:58.238 2017] ,CHARGING,NA,NA,33000.00,6,22
[Wed Jan 04 18:53:58.489 2017] ,MEASURE,NA,NA,33000.00,6,22
[Wed Jan 04 18:53:58.707 2017] ,MEASURE,NA,NA,33000.00,5,22
[Wed Jan 04 18:53:58.942 2017] ,MEASURE,NA,NA,33000.00,6,22
[Wed Jan 04 18:53:59.192 2017] ,MEASURE,NA,NA,33000.00,6,22
[Wed Jan 04 18:53:59.426 2017] ,MEASURE,NA,NA,33000.00,7,22
[Wed Jan 04 18:53:59.457 2017] ,RECORD,NA,NA,33000.00,7,22
[Wed Jan 04 18:53:59.489 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33000.00,running_sum = 61 (12bit),running_sum = 60 (mV), temp = 22
[Wed Jan 04 18:53:59.910 2017] ,DISCHARGE,NA,NA,33000.00,5,22
[Wed Jan 04 18:54:02.801 2017] ,CHARGING,NA,NA,33100.00,7,22
[Wed Jan 04 18:54:02.926 2017] ,CHARGING,NA,NA,33100.00,6,22
[Wed Jan 04 18:54:03.161 2017] ,MEASURE,NA,NA,33100.00,6,22
[Wed Jan 04 18:54:03.411 2017] ,MEASURE,NA,NA,33100.00,6,22
[Wed Jan 04 18:54:03.645 2017] ,MEASURE,NA,NA,33100.00,6,22
[Wed Jan 04 18:54:03.879 2017] ,MEASURE,NA,NA,33100.00,6,22
[Wed Jan 04 18:54:04.129 2017] ,MEASURE,NA,NA,33100.00,6,22
[Wed Jan 04 18:54:04.161 2017] ,RECORD,NA,NA,33100.00,6,22
[Wed Jan 04 18:54:04.176 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33100.00,running_sum = 67 (12bit),running_sum = 65 (mV), temp = 22
[Wed Jan 04 18:54:04.598 2017] ,DISCHARGE,NA,NA,33100.00,5,22
[Wed Jan 04 18:54:07.489 2017] ,CHARGING,NA,NA,33200.00,7,22
[Wed Jan 04 18:54:07.630 2017] ,CHARGING,NA,NA,33200.00,7,22
[Wed Jan 04 18:54:07.864 2017] ,MEASURE,NA,NA,33200.00,7,22
[Wed Jan 04 18:54:08.098 2017] ,MEASURE,NA,NA,33200.00,6,22
[Wed Jan 04 18:54:08.348 2017] ,MEASURE,NA,NA,33200.00,7,22
[Wed Jan 04 18:54:08.567 2017] ,MEASURE,NA,NA,33200.00,7,22
[Wed Jan 04 18:54:08.802 2017] ,MEASURE,NA,NA,33200.00,7,22
[Wed Jan 04 18:54:08.848 2017] ,RECORD,NA,NA,33200.00,7,22
[Wed Jan 04 18:54:08.880 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33200.00,running_sum = 74 (12bit),running_sum = 72 (mV), temp = 22
[Wed Jan 04 18:54:09.286 2017] ,DISCHARGE,NA,NA,33200.00,5,22
[Wed Jan 04 18:54:12.177 2017] ,CHARGING,NA,NA,33300.00,7,22
[Wed Jan 04 18:54:12.317 2017] ,CHARGING,NA,NA,33300.00,8,22
[Wed Jan 04 18:54:12.458 2017] ,CHARGING,NA,NA,33300.00,8,22
[Wed Jan 04 18:54:12.692 2017] ,MEASURE,NA,NA,33300.00,7,22
[Wed Jan 04 18:54:12.927 2017] ,MEASURE,NA,NA,33300.00,7,22
[Wed Jan 04 18:54:13.177 2017] ,MEASURE,NA,NA,33300.00,7,22
[Wed Jan 04 18:54:13.411 2017] ,MEASURE,NA,NA,33300.00,9,22
[Wed Jan 04 18:54:13.630 2017] ,MEASURE,NA,NA,33300.00,7,22
[Wed Jan 04 18:54:13.661 2017] ,RECORD,NA,NA,33300.00,7,22
[Wed Jan 04 18:54:13.708 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33300.00,running_sum = 81 (12bit),running_sum = 79 (mV), temp = 22
[Wed Jan 04 18:54:14.130 2017] ,DISCHARGE,NA,NA,33300.00,6,22
[Wed Jan 04 18:54:17.005 2017] ,CHARGING,NA,NA,33400.00,9,22
[Wed Jan 04 18:54:17.146 2017] ,CHARGING,NA,NA,33400.00,9,22
[Wed Jan 04 18:54:17.396 2017] ,MEASURE,NA,NA,33400.00,8,22
[Wed Jan 04 18:54:17.630 2017] ,MEASURE,NA,NA,33400.00,8,22
[Wed Jan 04 18:54:17.849 2017] ,MEASURE,NA,NA,33400.00,8,22
[Wed Jan 04 18:54:18.099 2017] ,MEASURE,NA,NA,33400.00,8,22
[Wed Jan 04 18:54:18.333 2017] ,MEASURE,NA,NA,33400.00,8,22
[Wed Jan 04 18:54:18.364 2017] ,RECORD,NA,NA,33400.00,8,22
[Wed Jan 04 18:54:18.396 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33400.00,running_sum = 89 (12bit),running_sum = 87 (mV), temp = 22
[Wed Jan 04 18:54:18.818 2017] ,DISCHARGE,NA,NA,33400.00,7,22
[Wed Jan 04 18:54:21.708 2017] ,CHARGING,NA,NA,33500.00,10,22
[Wed Jan 04 18:54:21.849 2017] ,CHARGING,NA,NA,33500.00,9,22
[Wed Jan 04 18:54:22.083 2017] ,MEASURE,NA,NA,33500.00,9,22
[Wed Jan 04 18:54:22.318 2017] ,MEASURE,NA,NA,33500.00,9,22
[Wed Jan 04 18:54:22.552 2017] ,MEASURE,NA,NA,33500.00,10,22
[Wed Jan 04 18:54:22.787 2017] ,MEASURE,NA,NA,33500.00,9,22
[Wed Jan 04 18:54:23.037 2017] ,MEASURE,NA,NA,33500.00,10,22
[Wed Jan 04 18:54:23.068 2017] ,RECORD,NA,NA,33500.00,10,22
[Wed Jan 04 18:54:23.099 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33500.00,running_sum = 99 (12bit),running_sum = 97 (mV), temp = 22
[Wed Jan 04 18:54:23.505 2017] ,DISCHARGE,NA,NA,33500.00,8,22
[Wed Jan 04 18:54:26.412 2017] ,CHARGING,NA,NA,33600.00,12,22
[Wed Jan 04 18:54:26.552 2017] ,CHARGING,NA,NA,33600.00,10,22
[Wed Jan 04 18:54:26.771 2017] ,MEASURE,NA,NA,33600.00,11,22
[Wed Jan 04 18:54:27.006 2017] ,MEASURE,NA,NA,33600.00,10,22
[Wed Jan 04 18:54:27.256 2017] ,MEASURE,NA,NA,33600.00,11,22
[Wed Jan 04 18:54:27.490 2017] ,MEASURE,NA,NA,33600.00,11,22
[Wed Jan 04 18:54:27.724 2017] ,MEASURE,NA,NA,33600.00,10,22
[Wed Jan 04 18:54:27.771 2017] ,RECORD,NA,NA,33600.00,10,22
[Wed Jan 04 18:54:27.802 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33600.00,running_sum = 109 (12bit),running_sum = 106 (mV), temp = 22
[Wed Jan 04 18:54:28.224 2017] ,DISCHARGE,NA,NA,33600.00,9,22
[Wed Jan 04 18:54:31.099 2017] ,CHARGING,NA,NA,33700.00,13,22
[Wed Jan 04 18:54:31.240 2017] ,CHARGING,NA,NA,33700.00,12,22
[Wed Jan 04 18:54:31.490 2017] ,MEASURE,NA,NA,33700.00,12,22
[Wed Jan 04 18:54:31.724 2017] ,MEASURE,NA,NA,33700.00,12,22
[Wed Jan 04 18:54:31.959 2017] ,MEASURE,NA,NA,33700.00,13,22
[Wed Jan 04 18:54:32.193 2017] ,MEASURE,NA,NA,33700.00,12,22
[Wed Jan 04 18:54:32.428 2017] ,MEASURE,NA,NA,33700.00,12,22
[Wed Jan 04 18:54:32.459 2017] ,RECORD,NA,NA,33700.00,12,22
[Wed Jan 04 18:54:32.490 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33700.00,running_sum = 121 (12bit),running_sum = 118 (mV), temp = 22
[Wed Jan 04 18:54:32.928 2017] ,DISCHARGE,NA,NA,33700.00,10,22
[Wed Jan 04 18:54:35.818 2017] ,CHARGING,NA,NA,33800.00,14,22
[Wed Jan 04 18:54:35.943 2017] ,CHARGING,NA,NA,33800.00,14,22
[Wed Jan 04 18:54:36.193 2017] ,MEASURE,NA,NA,33800.00,17,22
[Wed Jan 04 18:54:36.428 2017] ,MEASURE,NA,NA,33800.00,14,22
[Wed Jan 04 18:54:36.662 2017] ,MEASURE,NA,NA,33800.00,14,22
[Wed Jan 04 18:54:36.912 2017] ,MEASURE,NA,NA,33800.00,15,22
[Wed Jan 04 18:54:37.147 2017] ,MEASURE,NA,NA,33800.00,15,22
[Wed Jan 04 18:54:37.178 2017] ,RECORD,NA,NA,33800.00,15,22
[Wed Jan 04 18:54:37.209 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33800.00,running_sum = 136 (12bit),running_sum = 133 (mV), temp = 22
[Wed Jan 04 18:54:37.631 2017] ,DISCHARGE,NA,NA,33800.00,12,22
[Wed Jan 04 18:54:40.522 2017] ,CHARGING,NA,NA,33900.00,17,22
[Wed Jan 04 18:54:40.662 2017] ,CHARGING,NA,NA,33900.00,16,22
[Wed Jan 04 18:54:40.881 2017] ,MEASURE,NA,NA,33900.00,16,22
[Wed Jan 04 18:54:41.131 2017] ,MEASURE,NA,NA,33900.00,17,22
[Wed Jan 04 18:54:41.366 2017] ,MEASURE,NA,NA,33900.00,17,22
[Wed Jan 04 18:54:41.600 2017] ,MEASURE,NA,NA,33900.00,17,22
[Wed Jan 04 18:54:41.850 2017] ,MEASURE,NA,NA,33900.00,17,22
[Wed Jan 04 18:54:41.881 2017] ,RECORD,NA,NA,33900.00,17,22
[Wed Jan 04 18:54:41.912 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 33900.00,running_sum = 153 (12bit),running_sum = 149 (mV), temp = 22
[Wed Jan 04 18:54:42.334 2017] ,DISCHARGE,NA,NA,33900.00,14,22
[Wed Jan 04 18:54:45.210 2017] ,CHARGING,NA,NA,34000.00,20,22
[Wed Jan 04 18:54:45.366 2017] ,CHARGING,NA,NA,34000.00,18,22
[Wed Jan 04 18:54:45.600 2017] ,MEASURE,NA,NA,34000.00,17,22
[Wed Jan 04 18:54:45.835 2017] ,MEASURE,NA,NA,34000.00,20,22
[Wed Jan 04 18:54:46.085 2017] ,MEASURE,NA,NA,34000.00,21,22
[Wed Jan 04 18:54:46.303 2017] ,MEASURE,NA,NA,34000.00,21,22
[Wed Jan 04 18:54:46.538 2017] ,MEASURE,NA,NA,34000.00,21,22
[Wed Jan 04 18:54:46.585 2017] ,RECORD,NA,NA,34000.00,21,22
[Wed Jan 04 18:54:46.616 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34000.00,running_sum = 174 (12bit),running_sum = 170 (mV), temp = 22
[Wed Jan 04 18:54:47.038 2017] ,DISCHARGE,NA,NA,34000.00,17,22
[Wed Jan 04 18:54:49.929 2017] ,CHARGING,NA,NA,34100.00,23,22
[Wed Jan 04 18:54:50.054 2017] ,CHARGING,NA,NA,34100.00,23,22
[Wed Jan 04 18:54:50.304 2017] ,MEASURE,NA,NA,34100.00,23,22
[Wed Jan 04 18:54:50.538 2017] ,MEASURE,NA,NA,34100.00,23,22
[Wed Jan 04 18:54:50.772 2017] ,MEASURE,NA,NA,34100.00,22,22
[Wed Jan 04 18:54:51.022 2017] ,MEASURE,NA,NA,34100.00,23,22
